=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-27-9
====================================================================================
2:27:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.509766, 34.728809, 9675.761719>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.095703, 35.571716, 9676.360352>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.030273, 35.797829, 9676.545898>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11950.966797, 36.024586, 9676.732422>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11907.661133, 28.853479, 9710.614258>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11912.724609, 29.860247, 9706.332031>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11907.786133, 29.615463, 9710.687500>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11907.473633, 30.004087, 9710.510742>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11907.830078, 30.376863, 9710.782227>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11905.910156, 30.880888, 9711.991211>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11906.262695, 30.689119, 9711.658203>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11904.642578, 31.367823, 9713.203125>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11905.000000, 31.602974, 9712.833008>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11887.719727, 28.230167, 9726.006836>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11884.784180, 28.074232, 9727.836914>)
2:45:6 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11885.305664, 31.596809, 9727.753906>)
2:45:7 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11882.467773, 22.320286, 9730.987305>)
2:45:7 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11882.357422, 23.992266, 9731.428711>)
2:45:7 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11882.355469, 23.993341, 9731.430664>)
2:45:8 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11863.137695, 21.902584, 9749.582031>)
2:45:8 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11863.818359, 21.767727, 9754.625000>)
2:45:8 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11856.383789, 21.836895, 9766.452148>)
2:45:9 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11851.842773, 23.471008, 9771.119141>)
2:45:9 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11848.625000, 25.031235, 9774.534180>)
2:45:17 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11829.874023, 27.279551, 9792.937500>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11823.236328, 28.832531, 9798.499023>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11823.236328, 28.832531, 9798.499023>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11810.851563, 30.261625, 9808.547852>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11810.851563, 30.261625, 9808.547852>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11801.483398, 31.755730, 9816.242188>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11801.483398, 31.755730, 9816.242188>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11793.064453, 33.044292, 9823.140625>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11791.824219, 33.258564, 9824.163086>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11774.197266, 34.333637, 9838.250000>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11773.599609, 34.399036, 9838.817383>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11761.025391, 35.826588, 9849.017578>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11760.791992, 35.891716, 9849.276367>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11754.040039, 37.415432, 9854.907227>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11753.820313, 37.479549, 9855.137695>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11753.691406, 37.521732, 9855.285156>)
2:45:18 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11752.440430, 38.348034, 9856.457031>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11752.272461, 39.219124, 9856.848633>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11739.946289, 39.886620, 9867.337891>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11739.946289, 39.886620, 9867.337891>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11710.663086, 40.172760, 9891.854492>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11710.734375, 41.210670, 9892.032227>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11710.754883, 41.672569, 9891.964844>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11712.448242, 41.829411, 9890.686523>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11712.193359, 43.559181, 9891.047852>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11712.103516, 43.606194, 9890.914063>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11713.276367, 45.142040, 9890.131836>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11713.237305, 45.263828, 9889.978516>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11714.447266, 46.765491, 9889.159180>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11714.454102, 46.774483, 9889.037109>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11715.664063, 48.375473, 9888.142578>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11715.622070, 48.247711, 9888.092773>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11715.675781, 49.935398, 9888.293945>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11715.780273, 49.610962, 9888.101563>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11714.866211, 51.424126, 9889.216797>)
2:45:19 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11715.191406, 50.853722, 9888.811523>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11714.449219, 52.050030, 9889.678711>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11714.342773, 52.171799, 9889.725586>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11712.626953, 52.819664, 9891.267578>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.478516, 52.201298, 9904.519531>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.405273, 52.460369, 9904.682617>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.338867, 53.576504, 9904.765625>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.492188, 53.639393, 9904.761719>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.910156, 54.304974, 9904.473633>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.350586, 54.772823, 9905.002930>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.503906, 54.863480, 9904.579102>)
2:45:20 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.608398, 52.274963, 9904.856445>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.178711, 51.574894, 9904.510742>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.594727, 52.721184, 9905.166016>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.367188, 51.839046, 9904.743164>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.418945, 53.247337, 9905.621094>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.481445, 52.183006, 9905.012695>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.790039, 54.361198, 9905.144531>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.298828, 52.864826, 9905.444336>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.996094, 55.105938, 9905.977539>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.928711, 53.185478, 9906.021484>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.589844, 54.693787, 9905.864258>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.855469, 53.626286, 9905.825195>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.786133, 52.956650, 9906.434570>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.764648, 54.636391, 9906.055664>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.275391, 53.277603, 9906.018555>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.917969, 54.486195, 9905.873047>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.334961, 54.113281, 9905.499023>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.884766, 54.504589, 9905.863281>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.748047, 54.620090, 9905.960938>)
2:45:21 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.848633, 54.532562, 9905.880859>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.195313, 55.100292, 9906.407227>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.301758, 55.012234, 9906.336914>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.380859, 54.947311, 9906.286133>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.846680, 55.417019, 9906.738281>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.556641, 54.808308, 9906.192383>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.062500, 56.106075, 9907.398438>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.708008, 54.695198, 9906.135742>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.349609, 56.735607, 9908.009766>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.644531, 54.766113, 9906.243164>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.700195, 55.588440, 9907.010742>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.841797, 55.474167, 9906.927734>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.267578, 55.122162, 9906.647461>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.625977, 55.685909, 9907.188477>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.029297, 54.489182, 9906.133789>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.983398, 56.261883, 9907.768555>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.873047, 54.651161, 9906.352539>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.447266, 56.749790, 9908.278320>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.110352, 54.480457, 9906.286133>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.045898, 57.138599, 9908.744141>)
2:45:22 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.491211, 54.198090, 9906.148438>)
2:45:23 | Player "[U.S.A] TIOSNIPER999" (steamId=76561198351989993) disconnected from server.
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11696.936523, 55.542740, 9907.383789>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.300781, 54.539734, 9906.923828>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.548828, 55.216572, 9907.614258>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.452148, 54.647888, 9908.002930>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.700195, 54.251953, 9906.808594>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11692.625000, 46.012650, 9936.242188>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11699.115234, 53.983261, 9906.797852>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11693.015625, 46.565880, 9939.632813>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11699.801758, 46.466484, 9932.892578>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11693.527344, 47.137432, 9942.988281>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.675781, 46.983440, 9937.911133>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11694.685547, 47.639912, 9945.109375>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11699.237305, 47.575001, 9941.020508>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.439453, 47.881443, 9944.277344>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.796875, 48.194832, 9945.915039>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.499023, 48.384418, 9946.515625>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.315430, 48.732906, 9948.724609>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11699.075195, 48.990013, 9949.535156>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.768555, 49.344246, 9951.892578>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11698.543945, 49.352592, 9952.147461>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11697.380859, 49.558582, 9954.561523>)
2:45:23 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11695.299805, 49.707630, 9957.690430>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11693.369141, 49.782417, 9960.176758>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11690.879883, 50.119823, 9963.727539>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11689.001953, 50.319149, 9965.890625>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11687.549805, 50.523056, 9967.876953>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11684.653320, 50.878132, 9971.319336>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11682.280273, 51.248219, 9973.791992>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11681.119141, 51.441170, 9975.095703>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11679.375000, 51.683689, 9977.078125>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11675.361328, 52.160339, 9981.342773>)
2:45:24 | Player "[U.S.A] TIOSNIPER999" (steamId=76561198351989993) disconnected from server.
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11675.303711, 52.165375, 9981.392578>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11670.336914, 52.600918, 9986.757813>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11668.822266, 52.748596, 9988.448242>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11666.388672, 52.934959, 9991.150391>)
2:45:24 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11661.865234, 53.140621, 9996.165039>)
